timestamp,senamhi_flow,senamhi_level,velocimetry
1748055616000,25.0822,0.175,"[1.3798129187914858, 1.5403183160492322, 1.6916374532453853, 1.8297496873401307, 2.058259060942264, 2.227476567203835, 2.3472624324088036, 2.4758878375253834, 2.337393042439593, 2.0327613680103465, 1.93695884285779, 1.6305392683666444, 1.4090471211403115, 1.2885613636524098, 1.0215675561755848, 0.8433691880046184, 0.9402853104168768]"
1746921623000,45.5855,0.48,"[1.501620095103399, 1.7440890624772287, 1.9473479376743559, 2.2911434403438395, 2.8708398011356233, 3.2676416632371756, 3.3791059099497436, 3.614795153563141, 3.6042628227263562, 3.357759720241453, 2.913291718353437, 2.2249925235638752, 1.9618386805988401, 1.7503281087338292, 1.5508162574362503, 1.2970258513098951, 1.0436939251858934]"
1746910823000,37.5186,0.36,"[1.3202487707005608, 1.3937843730351391, 1.658646905324748, 2.0887141748676696, 2.6102074378445965, 2.828899485221162, 2.8387596262332977, 2.956934395728057, 3.1844124401055676, 3.2566059849554043, 3.049674890787774, 2.7452025886346827, 2.4040211682400057, 1.9708772249770365, 1.5822108206951948, 1.2391387086409846, 0.9911027062956602]"
1746529222000,55.333,0.625,"[1.4967108531702331, 1.8846553527752894, 2.0738339797610816, 2.3642195942089392, 2.9833127857804125, 3.146993948229773, 3.153262691616511, 3.3865920872210773, 3.517190406080938, 3.5619880165592637, 3.1176798738088802, 2.5032181383467185, 2.189810420188977, 1.986133758882151, 1.7842118322099318, 1.5621494155581548, 1.3006307281057954]"
1745892019000,30.4601,0.255,"[1.4487693984071075, 1.6527928490851242, 1.8150717221015829, 1.9940848007553413, 2.1950693897630673, 2.397423138422608, 2.587406763013534, 2.804123477324471, 2.5946316118265322, 2.506956047907586, 2.417395242029822, 2.0202514116516914, 1.6851068265151647, 1.437516940388935, 1.1564243941124903, 0.926154818589078, 0.9832989670935052]"
1746716424000,38.527,0.375,"[1.3504275220152284, 1.4590995912619493, 1.9582471394922984, 2.357927911918628, 2.743989287809849, 2.939532244979402, 3.0127884026234075, 3.165956534586087, 3.3751573830470836, 3.3223099365569264, 2.96868984814241, 2.4950453320246053, 2.0001502183211666, 1.6932925283295068, 1.4019820388668107, 1.1780451985640026, 0.9619951467710687]"
1747843216000,25.4183,0.18,"[1.1972541102542231, 1.2943417879751145, 1.5371661485742176, 1.8747508893198472, 2.1702031908068076, 2.330051843726627, 2.4296836108137456, 2.4797839816639375, 2.59031922584438, 2.551821452904068, 2.3546091005212473, 2.0199096545908586, 1.7620176996971102, 1.446808113888692, 1.0995681837526907, 0.9920578537390184, 0.8969636074470628]"
1746108024000,53.6524,0.6,"[1.7246973757653674, 1.9259481903964486, 2.457835970694972, 3.102284587373077, 3.3015172806005357, 3.2972088257416807, 3.369094166672922, 3.5718222509444324, 3.7064249052139, 3.65042757728117, 3.47509460125782, 3.1198829730600264, 2.6280750663351626, 2.2567529419802135, 1.9935873747074726, 1.7897214763563587, 1.571017397416295]"
1746277223000,58.022,0.665,"[1.768562944535729, 1.9628574793405125, 2.528103299356129, 3.1156446097474633, 3.3932483621066614, 3.46052130815844, 3.5237293199542408, 3.6586941184804243, 3.8347435745369354, 3.8421678768254552, 3.6171391074969, 3.2550811623238225, 2.7984098687011585, 2.3866371058172016, 2.1037244883437918, 1.855941920064943, 1.6427234394688934]"
1747425616000,30.124,0.25,"[1.2567119253563477, 1.3526813148206114, 1.6868024808838507, 1.9942016727006862, 2.357974780537004, 2.5187586751155155, 2.456836358741333, 2.5186634847135405, 2.7458784716164453, 2.823559966668248, 2.720567046708327, 2.5555265122405832, 2.289140533780713, 1.8103446074040244, 1.4320279309900006, 1.1001972075527766, 0.8987752048349775]"
