timestamp,senamhi_flow,senamhi_level,velocimetry
1748710817000,31.749,0.16,"[1.1773738014167894, 1.2458382932555054, 1.48477174962032, 1.8077515575232064, 2.172554502784458, 2.409475705992735, 2.4582126374581277, 2.350462120654587, 2.4030914678995052, 2.4056698541535075, 2.3148098747367087, 2.128531463882009, 1.9745350668312158, 1.4579352866896458, 1.0066829402344852, 0.9190150136576374, 0.7768151314565512]"
1748714416000,31.749,0.16,"[1.1697326004759636, 1.236992324868235, 1.4596408279015078, 1.8081594194389448, 2.1655619642098793, 2.3866667654758933, 2.4464732145165784, 2.366702658839596, 2.4400235873585334, 2.4575596630939835, 2.407629229494598, 2.196339330933351, 1.8777853065484857, 1.4321396984112935, 1.0132890611859713, 0.8867701293885573, 0.7678653783094714]"
1748718016000,31.749,0.16,"[1.1482334810965378, 1.210830786196368, 1.43469392921078, 1.7803070941090404, 2.1793261472202587, 2.403727278440942, 2.4248702736155843, 2.3266358381166903, 2.3947646815673265, 2.419959344394728, 2.3763960520088325, 2.1580229588869013, 1.9507801324353258, 1.5396307199868253, 1.0431219272734655, 0.9332999351330041, 0.8074962906209889]"
1748721617000,31.1289,0.15,"[1.0293906274260065, 1.1350581417158214, 1.3491697739590673, 1.7130087375276748, 2.1858685378839082, 2.4408731633144884, 2.4106786941355076, 2.2015924136837537, 2.2509549971583986, 2.333229331897231, 2.3305495919142656, 2.2419439395910183, 2.091254360372075, 1.6049793228435694, 0.9953838030776396, 0.8911936832386684, 0.7706376190931423]"
1748725217000,31.1289,0.15,"[1.060091828394222, 1.1260991776775864, 1.302908794155925, 1.6119213635353087, 2.1568668908998854, 2.447669896560243, 2.403446201723444, 2.1760364280198163, 2.2598118475707563, 2.372442634788788, 2.3415590556270276, 2.1952774106911677, 2.009980105520306, 1.4778469930250895, 0.9917524710453735, 0.8629628801721874, 0.7685246936515834]"
1748728817000,31.1289,0.15,"[1.0851996275519726, 1.1137603156186313, 1.2839817031064336, 1.6053126342618285, 2.1079040537519504, 2.4279568990202836, 2.381865090060807, 2.142397992593922, 2.2662792472789817, 2.3819975865721124, 2.3364337605106815, 2.1747352662556914, 2.022497419525131, 1.4493561629627394, 0.9751023734579817, 0.8655488365118107, 0.7552005572806416]"
1748732416000,31.1289,0.15,"[1.1897618145207847, 1.1427969218076808, 1.27407126201706, 1.525274574083924, 1.8683771119237456, 2.1323977966231507, 2.260050438998285, 2.1497003002793416, 2.242518671795173, 2.2115631805392875, 2.012630974946847, 1.717354848927561, 1.5766518166261825, 1.261376826490321, 0.8249599061652084, 0.7714015419549077, 0.5839872965238053]"
1748736016000,31.1289,0.15,"[1.4038330064601574, 1.5225301268878733, 1.6450964062308941, 1.765941531424236, 1.9862573191045736, 2.1812093254599483, 2.385697400172569, 2.201099365365675, 2.07262261984723, 2.0240583396966163, 1.9437214078336136, 1.539041750866012, 1.3081152273610888, 1.2124622285158155, 0.8304441477967347, 0.7492622891540723, 0.8616125226122555]"
1748739616000,31.1289,0.15,"[1.422615661031239, 1.548735548421093, 1.640105002008439, 1.7302456359141045, 1.9567878438199102, 2.136934320483512, 2.3310642398275947, 2.099615783223622, 2.1633377338374893, 2.1560442682208976, 2.031176569089662, 1.5705299297612787, 1.3620105122234434, 1.173007324808987, 0.7926316132860111, 0.7175735481310656, 0.8643543841971566]"
1748743217000,31.1289,0.15,"[1.4089350144815855, 1.5291162426512999, 1.602696392537572, 1.683565944320109, 1.9368687926766697, 2.127062978955975, 2.315211471954469, 2.06222099877255, 2.2150425202923985, 2.2182681832007134, 2.0354015065421964, 1.5675720526053194, 1.3334821709134022, 1.1890783220694816, 0.7774752638450403, 0.6981707743837307, 1.0280525544209267]"
